"","id","film","revenue","budget","language","popularity","runtime","vote.average","vote.count","tagline","release.date","genres","certification","gender","actor.name"
"69",31767,"The Devils",0,0,"en",6.271,111,7.6,165,"Hell holds no surprises for them.","1971-07-01","[18, 36]","R",1,"Vanessa Redgrave"
"70",11951,"Vanishing Point",72266306,1300000,"en",5.698,99,7.2,224,"It's the maximum trip... at maximum speed.","1971-01-15","[28, 18]","R",2,"Cleavon Little"
"71",336,"Duck, You Sucker",0,0,"it",8.123,157,7.8,495,"Rod Steiger and James Coburn will blow you apart in","1971-10-20","[37]","",2,"James Coburn"
"72",14257,"Delusions of Grandeur",0,0,"fr",6.835,108,7.6,358,"","1971-04-01","[35, 36]","PG",2,"Yves Montand"
"73",31906,"The Beguiled",0,0,"en",5.745,105,7.1,201,"One man...seven women...in a strange house!","1971-03-31","[18, 53, 10752]","R",1,"Geraldine Page"
"74",27431,"The Cat o' Nine Tails",1204739,1000000,"it",6.304,112,6.7,175,"Caught between the truth and a murderer's hand!","1971-02-12","[27, 9648, 53]","",1,"Catherine Spaak"
"75",5486,"A Bay of Blood",0,0,"it",6.723,85,6.6,160,"They came to play, they stayed to die.","1971-09-08","[27, 53]","",2,"Luigi Pistilli"
"76",11316,"Macbeth",0,3100000,"en",6.983,141,6.9,138,"","1971-12-20","[10752, 18]","R",1,"Francesca Annis"
"77",30689,"Four Flies on Grey Velvet",0,0,"it",4.719,104,6.5,160,"When the flies start to crawl, so will your flesh...","1971-12-17","[80, 9648, 53]","",1,"Mimsy Farmer"
"78",6619,"Death in Venice",0,2,"it",5.512,130,7.3,196,"The celebrated story of a man obsessed by ideal beauty","1971-03-01","[18]","",2,"Björn Andrésen"
"79",5920,"Le Mans",0,0,"en",6.078,104,7,99,"Steve McQueen takes you for a drive in the country. The country is France. The drive is at 200 MPH!","1971-06-23","[28, 18]","G",2,"Siegfried Rauch"
"80",27554,"The Panic in Needle Park",0,1645000,"en",6.227,110,6.8,142,"God help Bobby and Helen, they're in love in Needle Park","1971-06-01","[18, 10749]","R",1,"Kitty Winn"
"81",238,"The Godfather",245066411,6000000,"en",24.264,175,8.7,11521,"An offer you can't refuse.","1972-03-14","[80, 18]","R",2,"Al Pacino"
"82",1643,"Last Tango in Paris",36144000,1250000,"it",8.442,129,7.1,631,"Bernardo Bertolucci’s Landmark Film","1972-10-14","[18, 10749]","NC-17",1,"Catherine Breillat"
"83",9462,"The Way of the Dragon",2.7e+07,130000,"cn",10.193,100,7.4,500,"The Colosseum . . the battleground of Bruce Lee and Chuck Norris.","1972-06-01","[28, 80]","R",1,"Nora Miao"
"84",11713,"Fist of Fury",0,10000000,"zh",10.84,108,7.3,419,"Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!","1972-03-22","[18, 28, 53]","R",1,"Nora Miao"
"85",593,"Solaris",0,0,"ru",11.517,167,7.9,774,"","1972-03-20","[18, 878, 12, 9648]","PG",0,"Natalya Bondarchuk"
"86",10238,"Cries and Whispers",0,400000,"sv",7.828,95,8,291,"","1972-12-21","[18]","",1,"Ingrid Thulin"
"87",551,"The Poseidon Adventure",84563118,5000000,"en",9.794,117,7.2,460,"Who will survive-in one of the greatest escape adventures ever!","1972-12-13","[28, 12, 18]","PG",2,"Ernest Borgnine"
"88",2000,"Aguirre, the Wrath of God",0,92000,"de",7.468,93,7.6,511,"A breathtaking journey into the heart of darkness","1972-12-29","[12, 18, 36]","",1,"Helena Rojo"
"89",47094,"The Genesis Children",0,0,"en",10.793,85,7,3,"","1972-08-01","[18]","",0,"Vincent Child"
"90",10784,"Cabaret",0,6000000,"en",8.052,124,7.5,479,"Life is a Cabaret","1972-02-13","[18, 10749, 10402]","PG",2,"Michael York"
"91",993,"Sleuth",0,0,"en",7.626,138,7.7,287,"If It Was Murder, Where's the Body?","1972-12-10","[80, 9648, 53]","PG",2,"Michael Caine"
"92",15516,"The Last House on the Left",0,90000,"en",7.654,84,6.1,307,"It rests on 13 acres of earth over the very center of hell...!","1972-08-30","[27, 53]","R",1,"Lucy Grantham"
"93",10669,"Deliverance",46122355,2000000,"en",6.938,109,7.3,830,"What did happen on the Cahulawassee River?","1972-07-30","[18, 12, 53]","R",2,"Burt Reynolds"
"94",11624,"Everything You Always Wanted to Know About Sex *But Were Afraid to Ask",18016290,2000000,"en",7.497,88,6.6,505,"You haven't seen anything until you've seen everything","1972-08-06","[35]","R",2,"John Carradine"
"95",573,"Frenzy",12600000,3500000,"en",7.15,116,7.1,378,"Just an ordinary necktie used with a deadly new twist.","1972-05-25","[80, 53, 27]","R",2,"Barry Foster"
"96",4593,"The Discreet Charm of the Bourgeoisie",0,800000,"fr",7.312,101,7.7,352,"","1972-09-15","[35]","",1,"Delphine Seyrig"
"97",1688,"Conquest of the Planet of the Apes",9700000,1700000,"en",7.425,88,6.2,426,"All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!","1972-06-29","[28, 878]","PG",2,"Don Murray"
"98",5916,"The Getaway",58831997,3352254,"en",6.101,122,7.1,252,"It takes two to make it … The big two.","1972-09-20","[28, 80, 53]","PG",1,"Ali MacGraw"
"99",11943,"Jeremiah Johnson",0,0,"en",8.346,108,7.4,287,"His Mountain. His Peace. His Great Hunts. His Young Bride. With All That, It Should Have Been Different.","1972-09-10","[12, 37]","PG",2,"Will Geer"
"100",12593,"Fritz the Cat",1e+08,850000,"en",11.562,78,6.2,133,"We're not rated X for nothin', baby!","1972-04-12","[16, 35, 18]","NC-17",1,"Rosetta LeNoire"
"101",5691,"The Canterbury Tales",0,0,"it",5.678,111,6.3,87,"","1972-07-01","[35, 18]","NC-17",2,"Ninetto Davoli"
"102",811,"Silent Running",0,1000000,"en",6.886,89,6.3,295,"Amazing companions on an incredible journey...that journeys beyond imagination!","1972-03-09","[12, 18, 878]","G",2,"Cliff Potts"
"103",32613,"Horror Express",0,300000,"en",7.706,90,6.4,119,"A nightmare of terror travelling aboard the Horror Express!","1972-09-30","[27]","R",2,"Peter Cushing"
"104",12089,"The Tall Blond Man with One Black Shoe",0,0,"fr",5.725,90,6.9,201,"","1972-12-06","[35, 9648]","",2,"Jean Rochefort"
"105",10310,"The Bitter Tears of Petra von Kant",0,0,"de",5.058,125,7.4,81,"Sex is the ultimate weapon.","1972-10-05","[18]","",1,"Hanna Schygulla"
"106",11610,"Play It Again, Sam",0,0,"en",5.583,85,7.6,309,"Here's laughing at you, kid.","1972-05-04","[35, 18, 10749]","PG",1,"Diane Keaton"
"107",19403,"The Mechanic",0,0,"en",7.694,100,6.9,121,"He has 100 ways to kill... and they all work!","1972-10-06","[28, 80, 53]","PG",2,"Charles Bronson"
"108",14881,"Joe Kidd",6330000,0,"en",8.927,88,6.4,155,"If you're looking for trouble - - - he's JOE KIDD","1972-07-14","[37]","PG",2,"Robert Duvall"
"109",22784,"Boxcar Bertha",0,600000,"en",5.635,88,6.1,90,"Life made her an outcast. Love made her an outlaw.","1972-06-14","[80, 18, 53, 10749]","R",2,"David Carradine"
"110",38939,"Tales from the Crypt",0,0,"en",6.457,92,6.9,114,"DEATH LIVES in the Vault of Horror!","1972-03-09","[27]","PG",2,"Peter Cushing"
"111",30566,"Blacula",0,500000,"en",4.067,93,5.6,73,"Blacula! - Dracula's Soul Brother!","1972-08-25","[14, 27]","PG",1,"Vonetta McGee"
"112",12530,"Avanti!",0,0,"en",6.45,140,7,103,"When someone knocks on your door and says permesso?...be careful before you say Avanti!","1972-12-17","[35, 18, 10749]","R",1,"Juliet Mills"
"113",692,"Pink Flamingos",6e+06,12000,"en",6.61,92,6.5,233,"An exercise in poor taste","1972-03-12","[35, 80]","NC-17",0,"David Lochary"
"114",6949,"What's Up, Doc?",6.6e+07,4000000,"en",5.659,94,7.3,141,"A screwball comedy. Remember them?","1972-03-09","[35, 10749]","G",2,"Ryan O'Neal"
"115",49361,"Don't Torture a Duckling",0,0,"it",5.351,105,7.6,174,"","1972-09-29","[27]","G",1,"Barbara Bouchet"
"116",1721,"All the Way Boys",0,0,"it",6.32,106,6.7,201,"","1972-12-22","[28, 12, 35]","",2,"Bud Spencer"
"117",41471,"Lone Wolf and Cub: Sword of Vengeance",0,0,"ja",4.907,83,7.5,79,"","1972-01-15","[18, 28]","",2,"Fumio Watanabe"
"118",25993,"Asylum",0,0,"en",5.425,88,6,62,"You have nothing to lose but your mind.","1972-11-17","[27, 53, 9648]","PG",2,"Patrick Magee"
"119",58451,"The Adventures of Pinocchio",0,0,"it",5.578,135,7.5,171,"","1972-12-21","[18, 14, 10751]","PG",0,"Andrea Balestri"
"120",15573,"The Cowboys",7500000,6000000,"en",5.38,131,7.1,116,"All they wanted was their chance to be men...and he gave it to them.","1972-01-13","[28, 12, 18, 37]","PG",2,"Roscoe Lee Browne"
"121",253,"Live and Let Die",161777836,7000000,"en",14.426,121,6.5,1020,"Roger Moore is James Bond.","1973-07-05","[12, 28, 53]","PG",2,"Yaphet Kotto"
"122",9552,"The Exorcist",441306145,8000000,"en",19.284,122,7.6,4464,"Something almost beyond comprehension is happening to a girl on this street, in this house… and a man has been sent for as a last resort. This man is The Exorcist.","1973-12-26","[27]","R",2,"Max von Sydow"
"123",11886,"Robin Hood",32056467,15000000,"en",14.769,83,7.3,2738,"Meet Robin Hood and his MERRY MENagerie!","1973-11-08","[16, 10751]","G",0,"Phil Harris"
"124",9461,"Enter the Dragon",0,10000000,"en",10.819,102,7.4,926,"Their deadly mission: to crack the forbidden island of Han!","1973-08-17","[28]","R",1,"Angela Mao"
"125",9277,"The Sting",159616327,5500000,"en",13.632,129,8.1,1285,"...all it takes is a little confidence.","1973-12-25","[35, 80, 18]","PG",2,"Robert Redford"
"126",10648,"Magnum Force",39768000,0,"en",9.586,124,7.2,502,"A man's got to know his limitations.","1973-12-23","[28, 80, 18, 9648, 53]","R",2,"Hal Holbrook"
"127",16307,"The Wicker Man",0,658625,"en",9.008,93,7.3,607,"Flesh to touch...Flesh to burn! Don't keep the Wicker Man waiting!","1973-12-01","[27]","R",2,"Christopher Lee"
"128",838,"American Graffiti",1.4e+08,777000,"en",8.992,110,7.1,737,"Where were you in '62?","1973-08-01","[35, 18]","PG",2,"Ron Howard"
"129",7857,"Amarcord",0,0,"it",7.515,123,8,499,"The Fantastic World of Fellini!","1973-12-13","[35, 18]","",2,"Armando Brancia"
"130",9040,"Serpico",29800000,3000000,"en",8.466,129,7.6,941,"Many of his fellow officers considered him the most dangerous man alive - An honest cop.","1973-12-05","[80, 18, 36]","R",NA,NA
"131",203,"Mean Streets",3e+06,500000,"en",7.101,110,7.2,1051,"You don't make up for your sins in church. You do it in the streets...","1973-10-02","[80, 18]","R",2,"Robert De Niro"
"132",11901,"High Plains Drifter",15700000,5500000,"en",9.599,105,7.5,539,"Welcome to Hell","1973-04-19","[37]","R",1,"Verna Bloom"
"133",2362,"Westworld",0,0,"en",8.741,88,6.7,682,"Westworld ...where robot men and women are programmed to serve you for ...Romance ...Violence ...Anything","1973-11-21","[28, 12, 18, 27, 878, 53, 37]","PG-13",2,"Richard Benjamin"
"134",80295,"14 and Under",0,0,"de",11.831,87,6.4,15,"","1973-08-16","[35, 10749]","",1,"Ulrike Butz"
"135",12101,"Soylent Green",3600000,0,"en",9.064,97,6.9,583,"What is the secret of Soylent Green?","1973-04-19","[878]","PG",1,"Leigh Taylor-Young"
"136",1705,"Battle for the Planet of the Apes",8844595,1700000,"en",7.338,93,5.7,415,"The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!","1973-06-15","[28, 878]","G",1,"Natalie Trundy"
"137",931,"Don't Look Now",0,1500000,"en",7.951,110,7,421,"Pass the warning.","1973-12-03","[18, 27, 53]","R",2,"Donald Sutherland"
"138",11293,"Paper Moon",30900000,2500000,"en",6.226,102,7.9,327,"These aren't everyday people and this is no ordinary movie.","1973-05-09","[35, 80, 18]","PG",1,"Tatum O'Neal"
"139",2926,"The Three Musketeers",0,0,"en",8.395,105,7,145,". . . One for All and All for Fun!","1973-12-11","[28, 12, 35, 18]","PG",2,"Oliver Reed"
"140",8327,"The Holy Mountain",0,0,"es",7.104,114,7.9,398,"","1973-05-01","[18]","",0,"Horacio Salinas"
"141",3133,"Badlands",0,450000,"en",8.32,94,7.6,617,"In 1959 a lot of people were killing time. Kit and Holly were killing people.","1973-10-15","[80]","PG",1,"Sissy Spacek"
"142",15018,"Thriller: A Cruel Picture",0,0,"sv",6.716,104,6.6,96,"The movie that has no limits of evil!","1973-05-01","[27, 53]","R",0,"Heinz Hopf"
"143",4909,"The Day of the Jackal",0,0,"en",7.577,143,7.6,263,"Nameless, faceless... relentlessly moving towards the date with death that would rock the world.","1973-05-15","[28, 53]","PG",2,"Terence Alexander"
"144",5924,"Papillon",53267000,12000000,"en",10.653,151,8,971,"The greatest adventure of escape!","1973-12-13","[80, 18]","PG",2,"Dustin Hoffman"
"145",8703,"Three Wishes for Cinderella",0,580000,"cs",7.322,82,7.8,182,"","1973-11-16","[12, 18, 14, 10749, 10751]","PG",2,"Pavel Trávníček"
"146",15171,"Charlotte's Web",5232000,0,"en",9.216,94,6.6,203,"That humble radiant terrific book is now a humble radiant terrific movie.","1973-03-01","[16, 18, 10402, 10751]","G",2,"Henry Gibson"
"147",9474,"My Name Is Nobody",0,0,"it",8.396,117,7.3,487,"Nobody, but ""Nobody,"" knows the trouble he's in!","1973-12-13","[35, 37]","PG",2,"Henry Fonda"
"148",11561,"Sleeper",18344729,2000000,"en",5.223,87,7.1,438,"Woody Allen takes a nostalgic look at the future.","1973-12-17","[35, 878, 10749]","PG",1,"Diane Keaton"
"149",11577,"Pat Garrett & Billy the Kid",1.1e+07,4638783,"en",7.453,106,7.2,164,"Best of enemies. Deadliest of friends.","1973-05-23","[37]","",2,"Kris Kristofferson"
"150",44741,"Malicious",0,0,"it",8.022,93,6.3,54,"","1973-03-29","[35]","",0,"Turi Ferro"
"151",1675,"Day for Night",17808,0,"fr",6.836,116,7.9,266,"A movie for people who love movies","1973-05-24","[35, 18]","",2,"Jean-Pierre Léaud"
"152",760,"The Mad Adventures of Rabbi Jacob",0,0,"fr",8.317,100,7.3,536,"","1973-10-17","[35]","",1,"Suzy Delair"
"153",16306,"Fantastic Planet",0,0,"fr",8.349,72,7.7,345,"A sublime trip to a fine new world","1973-12-01","[16, 878]","PG",0,"Sylvie Lenoir"
"154",12545,"Jesus Christ Superstar",13200000,0,"en",7.405,108,7.1,311,"And now, the movie......","1973-08-15","[18, 36, 10402]","G",2,"Carl Anderson"
"155",1847,"The Long Goodbye",959000,1700000,"en",6.894,112,7.5,264,"Nothing says goodbye like a bullet…","1973-03-07","[53, 80, 18, 9648]","R",1,"Nina van Pallandt"
"156",17897,"The Golden Voyage of Sinbad",1.1e+07,0,"en",6.676,105,6.6,102,"Dynarama Means Supreme Adventure!","1973-12-20","[28, 12, 18, 14]","G",1,"Caroline Munro"
"157",46581,"Immoral Tales",0,0,"fr",6.459,103,5.5,68,"Four Erotic tales that take us back through the centuries.","1973-11-01","[18, 10749]","NC-17",2,"Fabrice Luchini"
"158",20803,"Ivan Vasilyevich Changes His Profession",0,0,"ru",7.899,93,8,159,"","1973-09-17","[35, 878]","NC-17",2,"Yuriy Yakovlev"
"159",27331,"Charley Varrick",0,0,"en",6.132,111,7.3,107,"When he runs out of dumb luck he always has genius to fall back on!","1973-09-19","[80, 53]","PG",2,"Joe Don Baker"
"160",10236,"The Way We Were",4.5e+07,0,"en",6.833,118,7,225,"Everything seemed so important then .. even love!","1973-10-17","[18, 10749]","PG",2,"Robert Redford"
"161",682,"The Man with the Golden Gun",97572000,7000000,"en",17.248,125,6.5,1022,"The man with the golden gun is ready to assassinate James Bond.","1974-12-01","[28, 12, 53]","PG",2,"Christopher Lee"
"162",240,"The Godfather: Part II",102600000,13000000,"en",17.026,202,8.5,6773,"I don't feel I have to wipe everybody out, Tom. Just my enemies.","1974-12-20","[80, 18]","R",2,"Robert Duvall"
"163",24402,"Emmanuelle",0,500000,"fr",13.654,89,5.1,143,"Let's you feel good without feeling bad","1974-06-25","[18, 10749]","NR",2,"Alain Cuny"
"164",829,"Chinatown",3e+07,6000000,"en",12.681,130,7.9,2063,"You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.","1974-06-20","[80, 18, 9648, 53]","R",1,"Faye Dunaway"
"165",11072,"Blazing Saddles",119601481,2600000,"en",12.336,93,7.3,1050,"Never give a saga an even break!","1974-02-07","[35, 37]","R",2,"Gene Wilder"
"166",5919,"The Towering Inferno",1.16e+08,14000000,"en",7.383,165,7.1,456,"The world’s tallest building is on fire. You are there on the 135th floor . . . no way down . . . no way out.","1974-12-14","[28, 53]","PG",2,"Paul Newman"
"167",3034,"Young Frankenstein",86273333,2800000,"en",13.288,106,7.9,1876,"The scariest comedy of all time!","1974-12-15","[35]","PG",2,"Peter Boyle"
"168",4176,"Murder on the Orient Express",27634716,0,"en",9.172,128,7.1,669,"The greatest cast of suspicious characters ever involved in murder.","1974-11-22","[18, 9648, 53]","PG",1,"Lauren Bacall"
"169",13939,"Death Wish",2.2e+07,3000000,"en",6.818,93,6.9,362,"Vigilante, city style -- Judge, Jury, and Executioner","1974-07-24","[28]","R",1,"Hope Lange"
"170",30497,"The Texas Chain Saw Massacre",30859000,85000,"en",11.941,83,7.3,1473,"Who will survive and what will be left of them?","1974-10-01","[27]","R",2,"Allen Danziger"
"171",16153,"Alice Doesn't Live Here Anymore",0,0,"en",8.12,112,6.9,203,"A picture for anyone who has ever dreamed of a second chance!","1974-12-09","[35, 18, 10749]","",2,"Kris Kristofferson"
"172",6916,"Watch Out, We're Mad",36782781,0,"it",6.716,102,7.5,427,"","1974-03-29","[28, 35]","G",2,"Bud Spencer"
"173",592,"The Conversation",4420000,1600000,"en",7.959,113,7.6,775,"Harry Caul is an invader of privacy. The best in the business.","1974-04-07","[80, 18, 9648]","PG",2,"John Cazale"
"174",4031,"Going Places",0,0,"fr",7.601,117,7,188,"","1974-05-12","[35, 18]","R",2,"Patrick Dewaere"
"175",16938,"Black Christmas",4053000,620000,"en",5.536,98,6.9,314,"If this movie doesn’t make your skin crawl, it’s on too tight!","1974-10-11","[27, 9648, 53]","R",2,"Keir Dullea"
"176",47406,"Arabian Nights",0,0,"it",6.794,131,6.9,83,"A film by Pier Paolo Pasolini","1974-06-20","[18, 14, 12, 35]","R",2,"Franco Citti"
"177",8348,"Thunderbolt and Lightfoot",21700000,0,"en",6.097,115,6.8,221,"Thunderbolt… the man with the reputation. Lightfoot… the kid who's about to make one!","1974-05-23","[35, 80, 28]","R",2,"Jeff Bridges"
"178",27932,"Airport 1975",4.7e+07,3000000,"en",7.633,107,5.7,123,"Something hit us... The crew is dead... Help us, please, please help us!","1974-10-18","[28, 12, 18, 53]","PG",1,"Karen Black"
"179",8333,"The Taking of Pelham One Two Three",0,0,"en",6.515,104,7.5,216,"We are going to kill one passenger a minute until New York City pays us 1 million dollars.","1974-10-02","[28, 80, 53]","R",2,"Robert Shaw"
"180",42269,"We All Loved Each Other So Much",0,0,"it",8.264,124,8.5,193,"A many splendored thing.","1974-01-01","[35, 18]","",2,"Vittorio Gassman"
"181",11942,"Bring Me the Head of Alfredo Garcia",0,1500000,"en",7.188,113,7,160,"It’s got guts!","1974-08-07","[28, 80, 18]","R",1,"Isela Vega"
"182",11123,"Earthquake",79666653,7000000,"en",7.379,123,5.8,142,"When the big one finally hits L.A.","1974-11-15","[28, 18, 53]","PG",1,"Ava Gardner"
"183",26648,"The Night Porter",0,0,"it",5.269,118,7,119,"The Most Controversial Picture of Our Time!","1974-04-03","[18, 10749]","PG",1,"Charlotte Rampling"
"184",4985,"The Longest Yard",43008075,2900000,"en",6.06,121,6.7,129,"It's Survival of the Fiercest and Funniest","1974-08-21","[35, 80]","R",2,"Eddie Albert"
"185",10869,"Herbie Rides Again",0,0,"en",6.6,88,5.9,178,"The Loveable Bug's back doin' his thing!","1974-02-14","[35, 14, 10749, 10751]","G",2,"Ken Berry"
"186",11710,"The Enigma of Kaspar Hauser",0,0,"de",4.868,109,7.5,140,"","1974-11-01","[18, 36]","G",2,"Walter Ladengast"
"187",216,"Ali: Fear Eats the Soul",0,130000,"de",7.051,93,7.8,167,"todos somos ali","1974-06-05","[10749, 18]","G",2,"El Hedi ben Salem"
"188",12310,"The Four Musketeers",0,0,"en",6.406,108,6.5,88,"What could be better than The Three Musketeers?","1974-10-31","[28, 12, 35, 18]","PG",1,"Raquel Welch"
"189",11681,"Two Missionaries",0,0,"it",5.557,95,6.5,129,"","1974-12-21","[28, 12, 35]","PG",2,"Bud Spencer"
"190",4923,"Zardoz",0,0,"en",6.981,105,6,189,"Into a world of eternal life, he brought the gift of death","1974-02-06","[28, 14, 878, 53]","R",1,"Charlotte Rampling"
"191",29845,"A Woman Under the Influence",0,0,"en",5.854,155,8,188,"","1974-09-19","[18]","R",1,"Gena Rowlands"
"192",5121,"The Sugarland Express",12800000,3000000,"en",5.782,110,6.6,165,"Every cop in the state was after her. Everybody else was behind her.","1974-04-05","[80, 18]","PG",2,"Ben Johnson"
"193",22048,"Foxy Brown",0,500000,"en",4.583,94,6.6,88,"A chick with drive who don't take no jive!","1974-04-05","[28, 80, 53]","",2,"Antonio Fargas"
"194",11034,"The Great Gatsby",26533200,6500000,"en",7.095,144,6.3,274,"Gone is the romance that was so divine","1974-03-27","[18, 10749]","PG",1,"Mia Farrow"
"195",27327,"Phantom of the Paradise",0,0,"en",6.462,92,7.6,283,"The Most Highly Acclaimed Horror Phantasy Of Our Time.","1974-10-31","[35, 14, 27, 10402, 53]","PG",2,"Paul Williams"
"196",27094,"Lenny",0,0,"en",7.453,111,7.4,113,"Lenny's Time Has Finally Come!","1974-11-10","[18]","R",1,"Valerie Perrine"
"197",1410,"Dark Star",0,60000,"en",5.94,83,6.2,230,"What Do You Say To A Talking Bomb? All Systems Snafu!!!","1974-04-01","[35, 878]","G",0,"Cal Kuniholm"
"198",27085,"The Land That Time Forgot",0,1500000,"en",7.328,90,5.4,76,"THE ADVENTURE YOU WILL NEVER FORGET!","1974-08-13","[12, 14, 878]","PG",2,"John McEnery"
"199",1559,"Sweet Movie",0,0,"en",4.816,99,5.7,62,"","1974-06-12","[35, 18, 9648]","",2,"Pierre Clémenti"
"200",17365,"The Parallax View",0,0,"en",5.19,102,6.9,116,"As American as apple pie","1974-06-14","[80, 18, 53]","R",2,"Hume Cronyn"
"201",762,"Monty Python and the Holy Grail",5028948,400000,"en",21.969,91,7.8,3472,"And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.","1975-05-25","[12, 35, 14]","PG",2,"John Cleese"
"202",578,"Jaws",470653000,7000000,"en",21.501,124,7.6,5836,"Don't go in the water","1975-06-18","[12, 27, 53]","PG-13",2,"Richard Dreyfuss"
"203",5336,"SalÃ², or the 120 Days of Sodom",0,0,"it",13.807,116,6.4,813,"The final vision of a controversial filmmaker.","1975-11-22","[18, 27, 10752]","NC-17",2,"Giorgio Cataldi"
"204",20850,"Ilsa: She Wolf of the SS",0,0,"en",11.614,96,5,86,"The most dreaded Nazi of them all!","1975-10-01","[27, 53, 10752]","NR",0,"Gregory Knoph"
"205",510,"One Flew Over the Cuckoo's Nest",108981275,3000000,"en",16.893,133,8.4,6297,"If he's crazy, what does that make you?","1975-11-18","[18]","R",1,"Louise Fletcher"
"206",1396,"Mirror",0,0,"ru",8.177,107,8.2,403,"","1975-03-07","[18, 36]","",2,"Oleg Yankovskiy"
"207",288987,"That Malicious Age",0,0,"it",15.199,90,5,7,"","1975-03-11","[18]","",1,"Gloria Guida"
"208",28209,"Emmanuelle II",0,0,"fr",10.341,84,5.2,40,"Nothing is wrong if it feels good","1975-12-15","[18, 10749]","NC-17",2,"Umberto Orsini"
"209",3175,"Barry Lyndon",2e+07,11000000,"en",12.561,185,8,1361,"At long last Redmond Barry became a gentleman—and that was his tragedy.","1975-11-26","[18, 10749, 10752]","PG",1,"Marisa Berenson"
"210",36685,"The Rocky Horror Picture Show",112892319,1200000,"en",12.758,100,7.6,1590,"A different set of jaws","1975-08-14","[35, 14, 27, 878]","R",1,"Susan Sarandon"
"211",983,"The Man Who Would Be King",0,0,"en",7.062,129,7.5,286,"Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.","1975-12-03","[12, 18]","PG",2,"Michael Caine"
"212",968,"Dog Day Afternoon",46665856,1800000,"en",13.97,125,7.8,1485,"The most bizarre bank siege ever","1975-08-11","[80, 18, 53]","R",2,"John Cazale"
"213",11020,"Picnic at Hanging Rock",84744,0,"en",6.151,117,7.3,349,"On St. Valentine's Day in 1900 a party of schoolgirls set out to picnic at Hanging Rock ... Some were never to return.","1975-09-02","[18, 9648]","PG",1,"Vivean Gray"
"214",106909,"The School Teacher",0,0,"it",6.182,89,5.8,16,"","1975-07-11","[35]","PG",2,"Vittorio Caprioli"
"215",20914,"My Friends",0,0,"it",7.369,140,8.3,368,"","1975-08-15","[35]","",2,"Gastone Moschin"
"216",11963,"Three Days of the Condor",27476252,0,"en",7.579,117,7.3,534,"His CIA code name is Condor. In the next seventy-two hours almost everyone he trusts will try to kill him.","1975-09-24","[53]","R",1,"Faye Dunaway"
"217",20126,"Deep Red",2864091,0,"it",8.149,127,7.9,741,"When the Screaming starts and the Blood begins to flow... Pinch yourself and keep repeating I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES!","1975-03-07","[27, 9648, 53]","R",1,"Daria Nicolodi"
"218",11686,"Love and Death",20173742,3000000,"en",5.109,85,7.7,443,"","1975-06-10","[35, 36]","PG",1,"Diane Keaton"
"219",11843,"The Return of the Pink Panther",41833347,5000000,"en",6.588,113,6.9,254,"","1975-05-21","[9648, 35, 80]","G",2,"Christopher Plummer"
"220",11484,"Rollerball",3e+07,0,"en",7.04,125,6.2,230,"In the not-too-distant future, wars will no longer exist. But there WILL be...The Game","1975-06-25","[28, 12, 878]","R",2,"John Houseman"
"221",4561,"The Story of O",0,0,"fr",5.82,97,5.7,70,"""O"" is the mistress of all mistresses.","1975-08-28","[18]","NC-17",2,"Udo Kier"
"222",27429,"Shivers",0,179000,"en",6.997,88,6.4,257,"Going mad is just the beginning of the terror …","1975-10-10","[27, 878]","R",2,"Joe Silver"
"223",11326,"Tommy",34251525,5000000,"en",6.425,111,6.4,164,"Your senses will never be the same.","1975-03-19","[18, 10402]","PG",2,"Oliver Reed"
"224",17538,"Rooster Cogburn",8022000,0,"en",6.132,108,6.6,93,"The man of ""True Grit"" is back and look who's got him!","1975-10-17","[28, 37]","PG",1,"Katharine Hepburn"
"225",12259,"Sholay",0,0,"hi",6.309,204,7.1,129,"The greatest star cast ever assembled.......The greatest story ever told","1975-08-15","[28]","PG",2,"Dharmendra"
"226",10711,"French Connection II",12484444,0,"en",5.457,119,6.8,198,"","1975-05-18","[28, 80, 18, 53]","R",2,"Fernando Rey"
"227",3121,"Nashville",10,2200000,"en",6.883,160,7.4,179,"Wild. Wonderful. Sinful. Laughing. Explosive.","1975-06-11","[18, 10402, 35]","R",1,"Barbara Baxley"
"228",4917,"A Boy and His Dog",0,0,"en",6.492,91,6.3,174,"A rather kinky tale of survival.","1975-11-20","[18, 878, 35]","R",1,"Susanne Benton"
"229",44132,"The Beast",0,0,"fr",5.149,98,5.8,71,"","1975-08-20","[27, 18, 14]","NC-17",0,"Lisbeth Hummel"
"230",12223,"The Stepford Wives",0,0,"en",6.961,117,6.7,149,"Something strange is happening in the town of Stepford.","1975-02-12","[27, 9648, 878, 53]","PG",1,"Paula Prentiss"
"231",25606,"White Collar Blues",0,0,"it",4.301,108,7.9,485,"","1975-03-27","[35]","",1,"Anna Mazzamauro"
