"","id","film","popularity","vote.average","vote.count","release.date","gender","year","gen1","genreF","pop1","name"
"230",12223,"The Stepford Wives",6.961,6.7,149,"1975-02-12",1,"1975","gm2","27",1.94032314218653,"Horror"
"231",25606,"White Collar Blues",4.301,7.9,485,"1975-03-27",1,"1975","gm2","35",1.4588475538016,"Comedy"
"232",13282,"Death Race 2000",6.476,6.1,230,"1975-04-27",1,"1975","gm2","28",1.86810303581539,"Action"
"233",9652,"The Passenger",6.951,7.4,212,"1975-02-28",1,"1975","gm2","53",1.93888553411835,"Thriller"
"234",10915,"A Genius, Two Friends, and an Idiot",5.543,6.5,76,"1975-12-16",1,"1975","gm2","35",1.71253587043767,"Comedy"
"235",32042,"Night Moves",8.504,6.6,107,"1975-06-11",1,"1975","gm2","80",2.14053664103965,"Crime"
"236",14821,"Escape to Witch Mountain",6.652,6.4,116,"1975-03-21",2,"1975","gm2","12",1.89491756133068,"Adventure"
"237",9764,"Dersu Uzala",6.469,8.2,200,"1975-08-02",2,"1975","gm2","28",1.86702153706185,"Action"
"238",40180,"Fear Over the City",4.697,7.4,99,"1975-04-09",2,"1975","gm2","28",1.54692400704486,"Action"
"239",43430,"The Irony of Fate, or Enjoy Your Bath!",6.656,7.5,87,"1975-12-31",1,"1975","gm2","35",1.89551870351891,"Comedy"
"240",1829,"The Story of Adele H.",4.217,6.9,69,"1975-10-08",2,"1975","gm2","18",1.43912397476442,"Drama"
"241",103,"Taxi Driver",19.979,8.2,6295,"1976-02-07",1,"1976","gm2","80",2.99468172191781,"Crime"
"242",891,"All the President's Men",18.211,7.8,917,"1976-04-04",2,"1976","gm2","18",2.90202580711368,"Drama"
"243",1366,"Rocky",16.398,7.7,4353,"1976-11-21",1,"1976","gm2","18",2.79715937617399,"Drama"
"244",794,"The Omen",13.945,7.3,988,"1976-06-06",1,"1976","gm2","27",2.63512102107945,"Horror"
"245",7340,"Carrie",8.177,7.2,2067,"1976-11-03",1,"1976","gm2","27",2.10132533517984,"Horror"
"246",5879,"In the Realm of the Senses",10.164,6.5,217,"1976-05-15",2,"1976","gm2","18",2.31885206545792,"Drama"
"247",1631,"A Real Young Girl",10.75,5.4,54,"1976-01-01",2,"1976","gm2","18",2.37490575457367,"Drama"
"248",10747,"The Outlaw Josey Wales",10.249,7.5,562,"1976-06-30",2,"1976","gm2","28",2.32718013984943,"Action"
"249",10774,"Network",10.781,7.9,839,"1976-11-01",2,"1976","gm2","18",2.37778532555698,"Drama"
"250",10803,"Logan's Run",6.386,6.6,471,"1976-06-23",2,"1976","gm2","28",1.85410809429259,"Action"
"251",10518,"Marathon Man",8.19,7.4,503,"1976-10-08",2,"1976","gm2","53",2.10291389786498,"Thriller"
"252",11482,"The Tenant",7.193,7.7,542,"1976-05-26",1,"1976","gm2","14",1.97310833088522,"Fantasy"
"253",10649,"The Enforcer",7.346,6.8,424,"1976-12-20",1,"1976","gm2","28",1.99415594739748,"Action"
"254",761,"The Wing or the Thigh",7.07,7.1,431,"1976-10-27",2,"1976","gm2","35",1.95586047990848,"Comedy"
"255",10730,"King Kong",6.615,6.1,399,"1976-09-08",1,"1976","gm2","12",1.88933979756692,"Adventure"
"256",11422,"Midway",9.284,6.5,138,"1976-06-18",2,"1976","gm2","28",2.22829248841219,"Action"
"257",17814,"Assault on Precinct 13",6.871,7.3,502,"1976-11-05",2,"1976","gm2","53",1.92730965604894,"Thriller"
"258",3870,"1900",7.08,7.8,258,"1976-09-01",2,"1976","gm2","18",1.95727390770563,"Drama"
"259",6037,"Murder by Death",7.112,7.4,387,"1976-06-23",2,"1976","gm2","35",1.9617834982116,"Comedy"
"260",9385,"The Twelve Tasks of Asterix",8.773,7.5,631,"1976-06-26",NA,"1976","gm2","12",2.17167882314625,"Adventure"
"261",26842,"The Message",5.797,7.3,154,"1976-03-09",1,"1976","gm2","28",1.7573405423576,"Action"
"262",11558,"Silver Streak",6.463,6.7,157,"1976-12-03",1,"1976","gm2","35",1.86609360628076,"Comedy"
"263",19971,"The Little Girl Who Lives Down the Lane",5.85,7,139,"1976-12-25",2,"1976","gm2","18",1.76644166124377,"Drama"
"264",19610,"A Star Is Born",6.13,5.9,98,"1976-12-16",2,"1976","gm2","18",1.81319474994812,"Drama"
"265",10640,"Futureworld",7.022,5.8,126,"1976-08-13",1,"1976","gm2","28",1.94904807774624,"Action"
"266",11372,"The Eagle Has Landed",6.197,6.5,150,"1976-12-24",2,"1976","gm2","12",1.82406530397997,"Adventure"
"267",5854,"Family Plot",6.722,6.8,184,"1976-04-09",2,"1976","gm2","35",1.90538572930291,"Comedy"
"268",6609,"Keoma",5.018,7.1,57,"1976-11-25",2,"1976","gm2","28",1.61303144794423,"Action"
"269",12268,"The Pink Panther Strikes Again",7.275,6.9,242,"1976-12-15",2,"1976","gm2","35",1.98444381305756,"Comedy"
"270",4780,"Obsession",8.103,6.6,99,"1976-08-01",1,"1976","gm2","18",2.09223436347859,"Drama"
"271",30062,"Eaten Alive",5.707,5.2,82,"1976-12-25",2,"1976","gm2","27",1.74169349155457,"Horror"
"272",991,"The Man Who Fell to Earth",6.403,6.6,262,"1976-03-18",2,"1976","gm2","18",1.85676663053667,"Drama"
"273",10786,"Robin and Marian",5.319,6.6,96,"1976-03-11",1,"1976","gm2","28",1.67128531576018,"Action"
"274",40394,"Salon Kitty",6.235,5.4,45,"1976-03-02",1,"1976","gm2","18",1.830178579132,"Drama"
"275",8446,"Bugsy Malone",6.497,6.6,132,"1976-07-22",1,"1976","gm2","28",1.87134053189839,"Action"
"276",16084,"Freaky Friday",5.913,6.1,122,"1976-12-17",1,"1976","gm2","35",1.77715331683869,"Comedy"
"277",42252,"The Missouri Breaks",5.74,6.5,83,"1976-05-19",2,"1976","gm2","37",1.74745921033147,"Western"
"278",23761,"Alice Sweet Alice",4.77,6.4,115,"1976-11-13",1,"1976","gm2","27",1.56234630490025,"Horror"
"279",12584,"The Shootist",5.219,7.3,161,"1976-08-11",1,"1976","gm2","28",1.65230581266128,"Action"
"280",37769,"The Second Tragic Fantozzi",4.569,7.6,370,"1976-04-15",0,"1976","gm2","35",1.51929436258113,"Comedy"
"281",11,"Star Wars",81.485,8.2,12998,"1977-05-25",2,"1977","gm2","28",4.40041895422795,"Action"
"282",46853,"Playing with Love",27.395,5.1,34,"1977-05-17",1,"1977","gm2","18",3.31036051499038,"Drama"
"283",840,"Close Encounters of the Third Kind",23.079,7.4,2362,"1977-11-16",2,"1977","gm2","18",3.13892311314491,"Drama"
"284",691,"The Spy Who Loved Me",14.126,6.7,960,"1977-07-07",1,"1977","gm2","12",2.64801707098673,"Adventure"
"285",11906,"Suspiria",9.59,7.6,1382,"1977-02-01",1,"1977","gm2","27",2.26072088889535,"Horror"
"286",11319,"The Rescuers",12.295,6.8,1526,"1977-06-22",1,"1977","gm2","12",2.50919267566816,"Adventure"
"287",11009,"Saturday Night Fever",9.354,6.7,963,"1977-12-16",1,"1977","gm2","35",2.23580405930369,"Comedy"
"288",250480,"The Many Adventures of Winnie the Pooh",9.187,7.2,489,"1977-03-11",2,"1977","gm2","16",2.21778944128933,"Animation"
"289",703,"Annie Hall",13.401,7.8,2327,"1977-04-19",1,"1977","gm2","35",2.59532933103809,"Comedy"
"290",5902,"A Bridge Too Far",8.058,7.2,385,"1977-06-15",2,"1977","gm2","18",2.08666538676916,"Drama"
"291",11006,"Smokey and the Bandit",7.671,6.8,368,"1977-05-26",1,"1977","gm2","28",2.03744698497716,"Action"
"292",985,"Eraserhead",9.989,7.6,1223,"1977-03-19",1,"1977","gm2","14",2.30148448755001,"Fantasy"
"293",11586,"Exorcist II: The Heretic",6.528,4.5,302,"1977-06-17",2,"1977","gm2","27",1.87610061766181,"Horror"
"294",11590,"Slap Shot",7.697,7.1,188,"1977-02-25",2,"1977","gm2","35",2.04083064255218,"Comedy"
"295",19067,"The Duellists",6.539,7.5,227,"1977-08-31",2,"1977","gm2","18",1.87778424857914,"Drama"
"296",7227,"Airport '77",6.582,5.7,126,"1977-03-11",1,"1977","gm2","28",1.88433865052115,"Action"
"297",12707,"Orca: The Killer Whale",6.782,6,167,"1977-07-22",1,"1977","gm2","12",1.91427204370345,"Adventure"
"298",20416,"The Deep",6.179,6.2,106,"1977-06-17",2,"1977","gm2","9648",1.82115644607884,"Mystery"
"299",12637,"New York, New York",6.739,6.6,211,"1977-06-21",2,"1977","gm2","18",1.90791154596408,"Drama"
"300",11689,"Crime Busters",8.259,7,337,"1977-04-01",2,"1977","gm2","28",2.11130351482858,"Action"
"301",11935,"Capricorn One",6.656,6.8,219,"1977-12-10",2,"1977","gm2","28",1.89551870351891,"Action"
"302",16220,"Wizards",6.617,6.5,95,"1977-02-09",1,"1977","gm2","16",1.88964209502992,"Animation"
"303",29437,"Rabid",8.182,6.4,186,"1977-04-08",2,"1977","gm2","27",2.10193661950721,"Horror"
"304",17689,"The Gauntlet",8.296,6.7,235,"1977-12-21",1,"1977","gm2","28",2.11577347092723,"Action"
"305",42229,"A Special Day",6.778,8.1,297,"1977-08-11",2,"1977","gm2","18",1.91368207318486,"Drama"
"306",14140,"Herbie Goes to Monte Carlo",5.415,5.8,154,"1977-06-24",2,"1977","gm2","10749",1.68917288045295,"Romance"
"307",10839,"Cross of Iron",6.262,6.9,177,"1977-01-29",2,"1977","gm2","18",1.83449962290421,"Drama"
"308",1362,"The Hobbit",6.744,6.1,142,"1977-11-27",2,"1977","gm2","12",1.90865322069955,"Adventure"
"309",11940,"Sinbad and the Eye of the Tiger",7.121,6.5,81,"1977-07-15",1,"1977","gm2","28",1.96304816499999,"Action"
"310",25623,"House",5.628,7.3,237,"1977-08-26",1,"1977","gm2","35",1.72775413925214,"Comedy"
"311",38985,"Sorcerer",6.575,7.5,193,"1977-06-24",2,"1977","gm2","12",1.88327457806383,"Adventure"
"312",28324,"Emanuelle and the Last Cannibals",5.525,4.8,38,"1977-10-21",2,"1977","gm2","12",1.70928324740382,"Adventure"
"313",41662,"3 Women",6.766,7.3,127,"1977-04-03",1,"1977","gm2","18",1.91191007035852,"Drama"
"314",11114,"Pete's Dragon",7.381,6.3,405,"1977-11-03",1,"1977","gm2","16",1.99890913078792,"Animation"
"315",27703,"The Psychic",5.4,7.2,101,"1977-08-10",2,"1977","gm2","27",1.68639895357023,"Horror"
"316",12262,"The Hills Have Eyes",5.831,6.1,395,"1977-07-22",2,"1977","gm2","27",1.76318851224002,"Horror"
"317",5205,"Pumping Iron",6.558,7.1,255,"1977-01-18",0,"1977","gm2","99",1.88068567842246,"Documentary"
"318",28325,"Emanuelle Around the World",3.523,5.5,19,"1977-09-16",2,"1977","gm2","12",1.2593128993591,"Adventure"
"319",12535,"High Anxiety",6.781,6.5,163,"1977-12-25",1,"1977","gm2","35",1.91412458370171,"Comedy"
"320",11222,"The American Friend",6.339,7.1,144,"1977-06-26",2,"1977","gm2","18",1.84672102730203,"Drama"
"321",621,"Grease",23.458,7.4,4450,"1978-07-07",1,"1978","gm2","10749",3.15521158809931,"Romance"
"322",1924,"Superman",18.048,7.1,2135,"1978-12-13",1,"1978","gm2","28",2.89303487531565,"Action"
"323",948,"Halloween",13.759,7.5,2802,"1978-10-24",1,"1978","gm2","27",2.62169315544568,"Horror"
"324",11778,"The Deer Hunter",13.72,8,2021,"1978-12-08",2,"1978","gm2","18",2.61885462229774,"Drama"
"325",579,"Jaws 2",10.428,5.9,1029,"1978-06-16",1,"1978","gm2","27",2.34449449607126,"Horror"
"326",26973,"Pretty Baby",10.182,6.5,100,"1978-04-05",2,"1978","gm2","18",2.32062145548014,"Drama"
"327",8469,"Animal House",8.761,7.1,862,"1978-07-27",2,"1978","gm2","35",2.17031005368423,"Comedy"
"328",123,"The Lord of the Rings",8.222,6.5,406,"1978-11-15",2,"1978","gm2","12",2.10681348847569,"Adventure"
"329",923,"Dawn of the Dead",9.851,7.5,1094,"1978-09-02",2,"1978","gm2","27",2.28757297287354,"Horror"
"330",11841,"The 36th Chamber of Shaolin",9.397,7.6,160,"1978-02-02",2,"1978","gm2","28",2.24039048940093,"Action"
"331",16642,"Days of Heaven",6.841,7.6,477,"1978-09-13",1,"1978","gm2","18",1.92293391977886,"Drama"
"332",11850,"Invasion of the Body Snatchers",8.803,7.3,468,"1978-12-19",1,"1978","gm2","27",2.17509257247877,"Horror"
"333",11327,"Midnight Express",7.52,7.7,797,"1978-08-31",1,"1978","gm2","80",2.01756613796175,"Crime"
"334",11230,"Drunken Master",8.562,7.2,394,"1978-10-05",2,"1978","gm2","28",2.14733380772275,"Action"
"335",10766,"Damien: Omen II",8.338,6.2,321,"1978-06-09",1,"1978","gm2","28",2.12082337945861,"Action"
"336",74849,"The Star Wars Holiday Special",8.03,3,229,"1978-12-01",2,"1978","gm2","12",2.08318452795867,"Adventure"
"337",11837,"Watership Down",8.402,7.2,350,"1978-10-14",2,"1978","gm2","12",2.12846977274719,"Adventure"
"338",13333,"Game of Death",10.063,6.3,308,"1978-03-23",2,"1978","gm2","28",2.3088653309512,"Action"
"339",9584,"Convoy",10.375,6.2,150,"1978-06-27",1,"1978","gm2","28",2.33939906611676,"Action"
"340",11455,"Up in Smoke",7.736,6.8,320,"1978-01-01",2,"1978","gm2","35",2.04588475815099,"Comedy"
"341",7010,"The Wild Geese",8.578,7,123,"1978-07-05",2,"1978","gm2","28",2.14920078609469,"Action"
"342",22311,"The Inglorious Bastards",7.329,6.3,119,"1978-02-08",2,"1978","gm2","35",1.99183908094371,"Comedy"
"343",4192,"Death on the Nile",6.963,7,296,"1978-10-06",1,"1978","gm2","9648",1.94061041596041,"Mystery"
"344",11537,"Snake in the Eagle's Shadow",7.306,7.3,127,"1978-03-01",2,"1978","gm2","28",1.98869592837309,"Action"
"345",15417,"Every Which Way But Loose",7.828,6.1,231,"1978-12-19",1,"1978","gm2","28",2.05770704953383,"Action"
"346",24831,"Piranha",7.217,5.8,279,"1978-08-03",1,"1978","gm2","35",1.97643935409014,"Comedy"
"347",2182,"Attack of the Killer Tomatoes!",7.244,5,137,"1978-10-01",2,"1978","gm2","35",1.98017354002117,"Comedy"
"348",12761,"Autumn Sonata",7.431,8.1,197,"1978-10-08",1,"1978","gm2","18",2.00566043917533,"Drama"
"349",22049,"Starcrash",5.82,4.5,91,"1978-12-21",1,"1978","gm2","14",1.76130026174335,"Fantasy"
"350",11183,"French Fried Vacation",6.839,6.7,545,"1978-11-01",1,"1978","gm2","35",1.92264152211596,"Comedy"
"351",29143,"Eyes of Laura Mars",6.558,5.8,96,"1978-08-02",2,"1978","gm2","18",1.88068567842246,"Drama"
"352",15867,"Interiors",6.709,6.9,184,"1978-08-02",1,"1978","gm2","18",1.90344990858075,"Drama"
"353",2153,"The Driver",6.227,7.2,179,"1978-06-08",2,"1978","gm2","28",1.82889467589032,"Action"
"354",25239,"Day of the Woman",8.01,5.9,270,"1978-11-02",0,"1978","gm2","27",2.08069076108027,"Horror"
"355",17339,"Force 10 from Navarone",7.433,6.3,158,"1978-11-01",2,"1978","gm2","28",2.00592954574316,"Action"
"356",23916,"Paradise Alley",6.309,5.7,51,"1978-09-22",2,"1978","gm2","28",1.84197718538867,"Action"
"357",26550,"Little Lips",7.51,6.5,7,"1978-02-08",1,"1978","gm2","18",2.01623546577604,"Drama"
"358",15659,"Foul Play",6.519,6.3,104,"1978-07-14",2,"1978","gm2","35",1.8747209899424,"Comedy"
"359",48282,"Ecce bombo",4.998,7.5,115,"1978-03-08",1,"1978","gm2","35",1.60903783241276,"Comedy"
"360",6081,"Revenge of the Pink Panther",6.588,6.6,215,"1978-01-08",2,"1978","gm2","28",1.88524981231539,"Action"
"361",698,"Moonraker",15.245,6.1,1019,"1979-06-26",1,"1979","gm2","28",2.72425158044022,"Action"
"362",348,"Alien",23.4,8.1,8567,"1979-05-25",1,"1979","gm2","27",3.15273602236366,"Horror"
"363",28,"Apocalypse Now",16.225,8.3,4602,"1979-08-15",2,"1979","gm2","18",2.78655326259015,"Drama"
"364",10734,"Escape from Alcatraz",19.983,7.5,1383,"1979-06-22",2,"1979","gm2","80",2.99488191209915,"Crime"
"365",9453,"Caligula",12.828,5.4,313,"1979-01-21",1,"1979","gm2","18",2.55163028183091,"Drama"
"366",152,"Star Trek: The Motion Picture",12.119,6.4,945,"1979-12-07",2,"1979","gm2","12",2.49477446898635,"Adventure"
"367",9659,"Mad Max",14.146,6.7,2422,"1979-04-12",1,"1979","gm2","28",2.6494318986138,"Action"
"368",11474,"The Warriors",8.024,7.6,991,"1979-02-08",2,"1979","gm2","28",2.08243705065963,"Action"
"369",1398,"Stalker",15.179,8.3,893,"1979-05-25",2,"1979","gm2","18",2.71991289364472,"Drama"
"370",11519,"1941",7.14,5.8,312,"1979-12-13",2,"1979","gm2","35",1.96571277635149,"Comedy"
"371",583,"Life of Brian",13.08,7.8,2472,"1979-08-17",2,"1979","gm2","35",2.57108434602905,"Comedy"
"372",15371,"Lupin the Third: The Castle of Cagliostro",10.35,7.5,488,"1979-12-15",0,"1979","gm2","12",2.33698651971138,"Adventure"
"373",6404,"Nosferatu the Vampyre",8.174,7.5,350,"1979-01-17",1,"1979","gm2","18",2.10095838514209,"Drama"
"374",10322,"Being There",7.696,7.7,469,"1979-12-19",1,"1979","gm2","35",2.04070071336341,"Comedy"
"375",12102,"Kramer vs. Kramer",8.963,7.5,1173,"1979-12-18",1,"1979","gm2","18",2.19310499237522,"Drama"
"376",9638,"Phantasm",7.129,6.6,322,"1979-05-03",0,"1979","gm2","27",1.96417097213549,"Horror"
"377",33701,"French Fried Vacation 2",7.8,7.4,742,"1979-11-22",1,"1979","gm2","35",2.05412373369555,"Comedy"
"378",696,"Manhattan",9.864,7.9,1356,"1979-04-25",1,"1979","gm2","35",2.28889176586204,"Comedy"
"379",17443,"...And Justice for All",7.543,7.1,225,"1979-10-19",2,"1979","gm2","80",2.02061998087149,"Crime"
"380",1367,"Rocky II",11.387,7.1,2408,"1979-06-15",1,"1979","gm2","18",2.43247235382847,"Drama"
"381",9031,"I'm for the Hippopotamus",6.04,6.6,267,"1979-11-30",2,"1979","gm2","28",1.79840401194672,"Action"
"382",11449,"The Amityville Horror",7.157,6.3,389,"1979-07-26",1,"1979","gm2","27",1.96809089875646,"Horror"
"383",659,"The Tin Drum",7.561,7.1,196,"1979-05-02",1,"1979","gm2","18",2.02300345657613,"Drama"
"384",11176,"The Muppet Movie",7.171,7.1,291,"1979-05-31",2,"1979","gm2","10402",1.97004511490044,"Music"
"385",9570,"The Black Hole",7.978,5.9,218,"1979-12-18",2,"1979","gm2","28",2.07668775348321,"Action"
"386",14035,"Meatballs",6.189,5.9,148,"1979-06-28",2,"1979","gm2","35",1.82277352275722,"Comedy"
"387",33521,"Dracula",7.06,6.5,94,"1979-07-20",2,"1979","gm2","27",1.95444505150515,"Horror"
"388",28942,"The Brood",7.158,6.7,306,"1979-05-25",1,"1979","gm2","27",1.96823061234383,"Horror"
"389",9051,"10",7.76,5.7,116,"1979-10-04",1,"1979","gm2","35",2.04898233419513,"Comedy"
"390",13570,"Tourist Trap",7.314,6.2,120,"1979-01-25",1,"1979","gm2","27",1.98979031972719,"Horror"
"391",6471,"The Jerk",6.741,7.1,469,"1979-12-14",1,"1979","gm2","35",1.9082082818713,"Comedy"
"392",10770,"The Sheriff and the Satellite Kid",5.947,6.3,173,"1979-08-10",2,"1979","gm2","35",1.78288689072446,"Comedy"
"393",29723,"The Concorde... Airport '79",6.204,4.7,80,"1979-08-17",1,"1979","gm2","28",1.82519424531429,"Action"
"394",7219,"Zombie Flesh Eaters",7.552,6.6,283,"1979-08-25",2,"1979","gm2","27",2.0218124288432,"Horror"
"395",11121,"Tess",6.011,6.9,150,"1979-10-06",2,"1979","gm2","18",1.79359112405703,"Drama"
"396",16858,"All That Jazz",6.707,7.4,196,"1979-12-20",1,"1979","gm2","18",1.9031517571176,"Drama"
"397",661,"The Marriage of Maria Braun",7.782,7.5,93,"1979-02-20",2,"1979","gm2","18",2.05181337456236,"Drama"
"398",233,"The Wanderers",6.055,7.4,90,"1979-07-13",2,"1979","gm2","18",1.80088437700506,"Drama"
"399",10516,"The Gendarme and the Creatures from Outer Space",7.969,6.2,334,"1979-01-31",2,"1979","gm2","35",2.07555901441561,"Comedy"
"400",10373,"Quadrophenia",6.2,7.3,125,"1979-09-14",1,"1979","gm2","18",1.82454929205105,"Drama"
"401",8393,"The Gods Must Be Crazy",16.985,7.1,529,"1980-09-10",0,"1980","gm2","28",2.83233060161255,"Action"
"402",694,"The Shining",23.377,8.2,10241,"1980-05-22",1,"1980","gm2","27",3.1517526330119,"Horror"
"403",1891,"The Empire Strikes Back",13.595,8.4,10977,"1980-05-20",2,"1980","gm2","28",2.60970207808443,"Action"
"404",813,"Airplane!",20.898,7.3,2399,"1980-07-02",1,"1980","gm2","35",3.03965346061192,"Comedy"
"405",1578,"Raging Bull",13.563,8,2234,"1980-11-14",2,"1980","gm2","18",2.60734549698058,"Drama"
"406",8536,"Superman II",10.432,6.6,1299,"1980-12-04",1,"1980","gm2","878",2.3448780051843,"Science Fiction"
"407",525,"The Blues Brothers",13.763,7.7,2357,"1980-06-17",2,"1980","gm2","10402",2.6219838319974,"Music"
"408",1955,"The Elephant Man",11.756,8.1,1746,"1980-10-02",2,"1980","gm2","18",2.46436374855667,"Drama"
"409",73134,"Tender Cousins",8.27,5.9,18,"1980-11-19",0,"1980","gm2","18",2.1126345090356,"Drama"
"410",5689,"The Blue Lagoon",10.141,5.9,980,"1980-07-05",2,"1980","gm2","12",2.31658661262986,"Adventure"
"411",4488,"Friday the 13th",14.094,6.3,1473,"1980-05-09",1,"1980","gm2","27",2.64574917490483,"Horror"
"412",8689,"Cannibal Holocaust",8.853,6.1,719,"1980-02-07",2,"1980","gm2","27",2.18075638462891,"Horror"
"413",11033,"Dressed to Kill",7.163,6.8,370,"1980-07-25",1,"1980","gm2","9648",1.96892888763231,"Mystery"
"414",790,"The Fog",8.322,6.6,690,"1980-02-08",1,"1980","gm2","27",2.11890261056075,"Horror"
"415",11977,"Caddyshack",7.451,6.7,653,"1980-07-25",2,"1980","gm2","35",2.00834825157159,"Comedy"
"416",3604,"Flash Gordon",10.459,6.1,473,"1980-09-01",1,"1980","gm2","878",2.34746285177213,"Science Fiction"
"417",16619,"Ordinary People",6.351,7.6,295,"1980-09-19",1,"1980","gm2","18",1.84861228082084,"Drama"
"418",11953,"Kagemusha",6.997,7.9,303,"1980-04-26",2,"1980","gm2","28",1.94548148576376,"Action"
"419",8738,"The Final Countdown",10.799,6.3,237,"1980-01-31",2,"1980","gm2","28",2.37945353725062,"Action"
"420",10986,"The Taming of the Scoundrel",13.501,7.2,245,"1980-12-20",1,"1980","gm2","35",2.60276375677511,"Comedy"
"421",11335,"Popeye",7.001,5.3,320,"1980-12-12",1,"1980","gm2","28",1.94605299599506,"Action"
"422",17169,"Any Which Way You Can",6.998,6,165,"1980-12-17",1,"1980","gm2","28",1.9456243939455,"Action"
"423",11542,"Altered States",5.515,6.7,325,"1980-12-25",1,"1980","gm2","27",1.70747165270547,"Horror"
"424",2768,"American Gigolo",7.396,6,306,"1980-02-08",1,"1980","gm2","80",2.00093931352488,"Crime"
"425",36599,"Prom Night",7.59,5.6,173,"1980-07-18",1,"1980","gm2","27",2.02683159140754,"Horror"
"426",1623,"Brubaker",6.986,7.2,222,"1980-06-20",2,"1980","gm2","80",1.94390814638464,"Crime"
"427",27958,"Cruising",8.896,6.3,191,"1980-05-06",1,"1980","gm2","80",2.18560173750823,"Crime"
"428",19494,"Nine to Five",7.31,6.9,228,"1980-12-18",1,"1980","gm2","35",1.98924327376169,"Comedy"
"429",166,"The Party",7.162,6.6,672,"1980-01-01",1,"1980","gm2","18",1.96878927157624,"Drama"
